,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
40,39,HUDSON ST,,700,700 Blk Hudson St.,CITY LINE,HUDSON PL,2,Two-way,Sidewalks adjacent to the north side of the street only and partial,29.0,29.0,55.0,NO,Collector,NONE,CITY ST,592.946991628511,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,"Dec. 1962, City R/W by annexation",4,53.0,245.103224209865,"LINESTRING (-76.49119476116542 42.42914921944015, -76.49138381583977 42.429367355217686, -76.49157946660078 42.429553342812916, -76.49158009524065 42.429553940211775, -76.49177059394174 42.42973606108496, -76.49183418242366 42.42978927878691, -76.49204246395905 42.43000279948165, -76.49229491388708 42.43025168515466, -76.4923436863238 42.430305061858206, -76.49234434488798 42.43030598608365, -76.49234481303772 42.430306643670626, -76.49238504254558 42.430363063774685, -76.49242036760171 42.430430151171976, -76.49244028064832 42.430481095752434)",6.313422199556077,0,1,0,0,2
41,40,S FULTON ST,NYS RTE 79E/NYS RTE13/34/96S,100,100 Blk S Fulton St.,W GREEN ST,W STATE ST,3,One-way,Sidewalks adjacent to both sides of the street,28.9,28.9,50.0,YES,Principal Arterial,,NYS DOT,349.097029628777,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1888 BKPG 132-382,5,54.0,144.43508217528,"LINESTRING (-76.51006407619842 42.43829949622365, -76.51014361249432 42.43839747649386, -76.51028500453462 42.438665802916894, -76.51038385559235 42.43888076328606, -76.51041432588787 42.43896139047252, -76.51049833498361 42.439198122095426)",0.29219218644463224,1,0,0,0,1
42,41,N CAYUGA ST,,100,100 Blk N Cayuga St.,E STATE ST,E SENECA ST,2,One-way,Sidewalks adjacent to both sides of the street,38.0,38.0,66.0,NO,Minor Arterial,NONE,CITY ST,316.716516193118,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,56.0,131.097037403051,"LINESTRING (-76.49902317719643 42.43954321686327, -76.49903288094356 42.43973222353675, -76.4990400595481 42.440250006542705, -76.49905188310119 42.44041191771675)",0.5110766194376372,1,0,0,0,1
43,42,S CAYUGA ST,,100,100 Blk S Cayuga St.,E GREEN ST,E STATE ST,2,One-way,Sidewalks adjacent to both sides of the street,38.0,38.0,66.0,NO,Minor Arterial,NONE,CITY ST,328.21970296515,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,3,57.0,135.856431591068,"LINESTRING (-76.49897992757323 42.43864312002874, -76.498988051735 42.43880074043348, -76.49901123768134 42.439295724561966, -76.49902317719643 42.43954321686327)",0.4851357862262826,1,0,0,0,1
44,43,S AURORA ST,,100,100 Blk S Aurora St.,E STATE ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,46.2,46.2,66.0,NO,Minor Arterial,NONE,CITY ST,261.123124086748,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,58.0,108.035122932701,"LINESTRING (-76.4953085882884 42.43898556829425, -76.49547119532397 42.43925190448151, -76.49559571197915 42.439457464866734, -76.49561547468066 42.43956518571779, -76.49562623262173 42.43965506305736)",0.39644466305296855,1,0,0,0,1
45,44,UNIVERSITY AVE,,100,100 Blk University Ave.,BRIDGE,CEMETERY ENTRANCE,2,Two-way,Sidewalks adjacent to the west side of the street only,30.4,30.4,66.0,NO,Minor Arterial,NONE,CITY ST,663.547676794802,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,1,60.0,274.349208066891,"LINESTRING (-76.49447126401196 42.443377755136915, -76.49435613380172 42.4434630658238, -76.49424089995703 42.443568109835056, -76.49416924980412 42.443636656449996, -76.4941108188058 42.44369132088852, -76.49407764676437 42.44373228540266, -76.49405767575279 42.44377308823282, -76.49404601293308 42.44383190609035, -76.49404148601228 42.44392194266045, -76.4940458083723 42.443975970804544, -76.49405752953606 42.44403875105597, -76.49408302301588 42.44418712387098, -76.49411542434618 42.444362256956104, -76.4941158108226 42.444416281129705, -76.49410184640992 42.4444660078385, -76.49406681511053 42.44451142914673, -76.49402207169449 42.44454809653257, -76.49392591237833 42.44458986898351, -76.49378715065357 42.4446276638989, -76.49371301623415 42.44465127376104, -76.49365695726834 42.44466546444907, -76.49358281663508 42.44469336231665, -76.49353831674468 42.44472094034707, -76.49349542539255 42.4447576089767, -76.49344856465763 42.44481674128399)",0.6013795125961678,1,0,0,0,1
46,45,UNIVERSITY AVE,,200-300,200-300 Blk University Ave.,CITY CEMETERY ENTRANCE,CORNELL AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,30.4,30.4,66.0,NO,Minor Arterial,NONE,CITY ST,898.797664295215,Asphalt,,FIRE,CITYST,CITY-ALL,NO,Unknown,1,62.0,372.04996905553,"LINESTRING (-76.49344856465763 42.44481674128399, -76.49341582896915 42.44487571449682, -76.49339910449191 42.4449118886445, -76.49336443225705 42.445029514394875, -76.4933546289272 42.44508370252256, -76.49331997631627 42.44534968120421, -76.49331294532247 42.44540833155219, -76.49326635350283 42.44576468390433, -76.4932588656617 42.445818874736446, -76.49320546539496 42.446238336697824, -76.493197977692 42.44629235466537, -76.49316870190262 42.446522493226645, -76.4931012841906 42.447027696915576, -76.49309448376964 42.447086346513984, -76.49307715306773 42.44722165132016, -76.49306968458657 42.447262120784984, -76.49306955843878 42.44726277519821)",0.3492350836459959,1,0,0,0,1
47,46,MAPLE AVE,,100,100 Blk Maple Ave.,CITY LINE,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,28.6,28.6,49.5,NO,Collector,NONE,CITY ST,832.416534595507,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1907 BKPG 166-192,2,63.0,343.313701264537,"LINESTRING (-76.47463506054926 42.44128697079424, -76.47474853149815 42.44128107518003, -76.4750579325064 42.44125461292624, -76.47521010703566 42.4412283446573, -76.47525527384171 42.44122049798057, -76.47540347828861 42.441214120392885, -76.47576958017264 42.441204860177216, -76.47604375168882 42.44119688483389, -76.47632510214494 42.4411887435805, -76.47639480039602 42.44118778048731, -76.47645440550957 42.44118589414406, -76.47663169165219 42.441180283020884, -76.47670578998368 42.441179322933884, -76.47747156663493 42.44116048101188, -76.47770961631817 42.441152811331726)",0.2444860027624709,1,0,0,0,1
48,47,OAK AVE,,300,300 Blk Oak Ave.,ONEIDA PL,ELMWOOD AVE,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,0.0,NO,Local Road,NONE,CITY ST,403.202423529995,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1929 BKPG Various,2,64.0,166.376338123696,"LINESTRING (-76.48064308583922 42.44166432250923, -76.48064370937252 42.44166433567194, -76.48070389988544 42.44167262185756, -76.48077843247926 42.44168966809265, -76.48083050472356 42.44170686525327, -76.48117303634959 42.44181058951465, -76.48122487636259 42.44182795734457, -76.4812794953336 42.441845156569364, -76.48133342000021 42.44186252710623, -76.48140701954664 42.44188403035387, -76.48148038791827 42.441905705304784, -76.48155352445492 42.441927208947156, -76.48161485086767 42.44194887311933, -76.48168914560584 42.4419705487584, -76.48174261486524 42.441983287590496, -76.48183379847053 42.44201372535063, -76.48192475868494 42.44203953173229, -76.48202836433538 42.442074164888595)",6.699855600268406,0,1,0,0,2
66,64,FOREST HOME DR,,000,<100 Blk Forest Home Dr.,TOWN OF ITHACA LINE,THURSTON AVE,2,Two-way,No Information/Unknown,22.0,22.0,0.0,NO,Collector,NONE,CITY ST,2143.77104173782,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,,0,90.0,884.861974629669,"LINESTRING (-76.47500496721445 42.44941876775127, -76.47508322810684 42.44942690199819, -76.47526730236144 42.44944697033409, -76.47535041857859 42.44945939706658, -76.47541153452345 42.4494721460392, -76.47549834968834 42.449489035293055, -76.47554881260359 42.44950194612602, -76.47559834950428 42.44951468411066, -76.47567867253743 42.449536197327795, -76.47574117048698 42.449553407468855, -76.47580366084713 42.44957507491434, -76.47590295887223 42.4496053530092, -76.47594901337115 42.449622890636086, -76.47601219922745 42.449644559519434, -76.47607746876723 42.4496662303176, -76.47612814892898 42.44968805849037, -76.47617882790883 42.4497098875399, -76.47622834961668 42.4497317145853, -76.476302404308 42.44976231175536, -76.4763503053292 42.449784310090735, -76.4764169494658 42.44981490026999, -76.47646161505352 42.44983226353877, -76.47652269434082 42.449867650625194, -76.47657011599243 42.449898565813186, -76.47661544647268 42.449933938180585, -76.47667951323781 42.449982705401794, -76.47674007519451 42.450049477866834, -76.47677056120646 42.45009855681582, -76.4768079567418 42.450170109861986, -76.47682572866472 42.450205970597594, -76.47684234236226 42.45024166009899, -76.47687049730087 42.45029982620085, -76.47689334786156 42.45034461083337, -76.47691597531605 42.45038476415254, -76.47695638241399 42.45045631904234, -76.47699194831115 42.450514492889745, -76.47702106030766 42.45055465220256, -76.47705041236352 42.45059018152939, -76.47708231854496 42.45062142512605, -76.47714892597791 42.450674481623786, -76.4771917243361 42.45070093312233, -76.47723476244924 42.450722926581655, -76.47728705684474 42.45074921487768, -76.47734306419528 42.45077104833785, -76.47740208282825 42.45079288365322, -76.47746713056982 42.45081009430584, -76.47752894270083 42.450822671734315, -76.47760210324859 42.450835258697296, -76.47769031790352 42.45084768933337, -76.47775444720864 42.4508602678754, -76.4778195166421 42.45086392895643, -76.47789407429919 42.450872058774046, -76.4779779035275 42.45087539400841, -76.47835398889372 42.45088414327662, -76.47842786765843 42.450883181879114, -76.47866014861414 42.450884594311056, -76.47893017091432 42.45089015768761, -76.47949894196401 42.45089633354488, -76.47986160171553 42.45090060655926, -76.48022264194788 42.45090504802486, -76.48046091484295 42.45092447073404, -76.48065401196644 42.45095345680301, -76.48073920886908 42.450970340634285, -76.48113253237288 42.451059874892344, -76.48152469244143 42.45115386681152, -76.48194184277925 42.45126108407385, -76.48202982073083 42.45127796940495)",22.662634893987953,0,0,0,1,4
67,65,HEIGHTS CT,,100,100 Blk Heights Court,WYCKOFF AVE,HIGHLAND AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24.0,24.0,40.0,NO,Local Road,NONE,CITY ST,542.877460568251,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1925 BKPG Unknown,1,91.0,223.952370025434,"LINESTRING (-76.48385773967422 42.45509523314212, -76.48421651572436 42.455081480485255, -76.48497227575336 42.455058291781185, -76.48537602966796 42.455034481817485, -76.48537632391078 42.45503446406316, -76.48566737568417 42.45503051255951, -76.4857873689808 42.455049489338634, -76.48585830144775 42.45507153388853)",0.6604751051437215,1,0,0,0,1
68,66,RIDGEWOOD RD,,000,<100 Blk Ridgewood Rd.,THURSTON AVE,CITY LINE,2,Two-way,Sidewalks adjacent to the east side of the street only,22.0,22.0,40.0,NO,Local Road,NONE,CITY ST,883.3676858669,Asphalt,,NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,92.0,365.385455976574,"LINESTRING (-76.48882186386686 42.45422029473421, -76.48876966547367 42.45427942062785, -76.48872421659905 42.4543160861997, -76.48849564892785 42.4544541307418, -76.48845832012964 42.454481711784034, -76.48842304143403 42.454531591124194, -76.4884086070572 42.45458131576085, -76.48843191713138 42.454635016726634, -76.48847100481207 42.454670550264645, -76.48852097746726 42.45470592263795, -76.48862028180528 42.45474064793854, -76.48870986663744 42.454771078843606, -76.48884202663758 42.454827956625316, -76.48888206143758 42.45484994232067, -76.48891838271449 42.45487638408556, -76.48898059760302 42.45493423220613, -76.48900416753233 42.45496992474201, -76.48903927054755 42.45503701271116, -76.4890818945538 42.4551850574312, -76.48909979243086 42.45529740867214, -76.48910683014019 42.45539174245842, -76.48910020997687 42.4554819488848, -76.48908130718065 42.45557677630787, -76.489069209454 42.4556129535594, -76.4889494103955 42.455961183884426, -76.48893451837266 42.45600644905673, -76.48888502340093 42.456115142730894, -76.48881979089502 42.456215077079904, -76.48879332884611 42.456254159396245)",0.3190187534523584,1,0,0,0,1
69,67,WYCKOFF AVE,,200,200 Blk Wyckoff Ave.,THURSTON AVE,WAIT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,26.3,26.3,50.0,NO,Local Road,NONE,CITY ST,341.635294707354,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,93.0,141.435587099,"LINESTRING (-76.48367105363181 42.45364310286088, -76.48370499161699 42.45371019056481, -76.48375371021399 42.454096807188606, -76.48379830929008 42.45457320533206)",3.54839725561436,1,0,0,0,1
70,68,WYCKOFF AVE,,300,300 Blk Wyckoff Ave.,WAIT AVE,HEIGHTS CT,2,Two-way,Sidewalks adjacent to both sides of the street,26.3,26.3,50.0,NO,Local Road,NONE,CITY ST,191.245009262738,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,94.0,79.1779440511711,"LINESTRING (-76.48379830929008 42.45457320533206, -76.4837983487342 42.45457363210433, -76.48380498050815 42.45462749058228, -76.48385087708363 42.455041202515766, -76.48385773967422 42.45509523314212, -76.48385796925612 42.45509612643015)",0.17930393678185036,1,0,0,0,1
71,69,NEEDHAM PL,,100,100 Blk Needham Pl.,STEWART AVE,KLINE RD,2,Two-way,No sidewalks adjacent to the street,15.8,15.8,50.0,NO,Local Road,NONE,CITY ST,446.995005584027,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,95.0,184.608444036055,"LINESTRING (-76.49073040480167 42.45543053479476, -76.49085036088012 42.455437529670306, -76.49101839960124 42.45549252976274, -76.49149937178068 42.455681514480254, -76.49160137312211 42.45573647159436, -76.49180964615954 42.455878950684564, -76.4919123422015 42.45595153217184, -76.49208831011612 42.45608945921813)",0.1822618375148372,1,0,0,0,1
72,70,LAKE ST,,400,400 Blk Lake St.,FALL CREEK,KLINE RD NORTH INT,2,Two-way,Sidewalks adjacent to the west side of the street only,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,638.255480379682,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1899 (part of R/W), rest is unknown BKPG 151-62",1,97.0,264.020158280964,"LINESTRING (-76.4946872915933 42.45337521284652, -76.4946933897189 42.453479528027444, -76.49477831797229 42.45366546783209, -76.4948843557191 42.4538185317135, -76.4951481718018 42.454124319063546, -76.495501460078 42.45455198288892, -76.4956073495862 42.45467247252779, -76.49560804750296 42.45467329232689, -76.49580239573547 42.45490146305486)",0.2139924408155409,1,0,0,0,1
73,71,LAKE ST,,500,500 Blk Lake St.,KLINE RD,CITY LINE,2,Two-way,Sidewalks adjacent to the west side of the street only,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,516.422982181375,Asphalt,,FIRE,CITYST,CITY-ALL,NO,"1899 (part of R/W), rest is unknown BKPG 151-62",1,98.0,213.550561481367,"LINESTRING (-76.49580239573547 42.45490146305486, -76.49590817861014 42.45503302500834, -76.49613597508008 42.45527330617064, -76.49639663720862 42.45553093430232, -76.49664202731888 42.45577997500865, -76.4969124020076 42.45605503442298)",1.5210053031579933,1,0,0,0,1
74,72,E YORK ST,,100,100 Blk E York St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,0.0,NO,Local Road,NONE,CITY ST,524.139947115049,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,1,99.0,216.210115500372,"LINESTRING (-76.49788791016657 42.453512231481504, -76.49887757032127 42.453481236845036, -76.49968565390077 42.45345267343824, -76.49982832027696 42.453450890446554)",0.3611381334452827,1,0,0,0,1
75,73,W YORK ST,,100,100 Blk W York St.,N CAYUGA ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,31.0,31.0,66.0,NO,Local Road,NONE,CITY ST,430.892882334128,Asphalt,,NO,CITYST,CITY-ALL,NO,Unknown,1,100.0,177.745214213705,"LINESTRING (-76.49982832027696 42.453450890446554, -76.49994574884788 42.45344480173271, -76.50142340311936 42.453398360565124)",1.2278946251828085,1,0,0,0,1
76,74,E FALLS ST,,100,100 Blk E Falls St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.2,30.2,66.0,NO,Local Road,NONE,CITY ST,526.607477525479,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1924 BKPG 206-20,1,101.0,217.226021027927,"LINESTRING (-76.49783019541208 42.452790143880144, -76.49873727505069 42.45275360514587, -76.4988773977064 42.45274736321621, -76.49962779835326 42.45272407391974, -76.49977903784878 42.45271749509384)",0.027420355586935233,1,0,0,0,1
77,75,W FALLS ST,,100,100 Blk W Falls St.,N CAYUGA ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Local Road,NONE,CITY ST,615.04151258846,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1933 BKPG 232-116,1,102.0,253.713939211994,"LINESTRING (-76.49977903784878 42.45271749509384, -76.49992980919538 42.45271554682745, -76.50183337523023 42.45265002889133, -76.50189428479774 42.45264938615912, -76.50195379469051 42.45265748963371, -76.50204337726171 42.4526923683718)",1.1362787909320617,1,0,0,0,1
78,76,E LINCOLN ST,,200,200 Blk E Lincoln St.,N TIOGA ST,UTICA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34.0,34.0,66.0,NO,Minor Arterial,NONE,CITY ST,299.200973432089,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1887 (Dewitt) - part, other part unknown BKPG 131-117",1,103.0,123.419022819798,"LINESTRING (-76.49754545161856 42.45206225245032, -76.49754573368328 42.45206223735643, -76.49767612903226 42.45205615976921, -76.49865299145576 42.45202536006221)",0.2144672848378609,1,0,0,0,1
79,77,E LINCOLN ST,,400,400 Blk E Lincoln St.,LAKE ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,0.0,NO,Minor Arterial,NONE,CITY ST,467.450709655742,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,1,105.0,192.821645664591,"LINESTRING (-76.49461833119287 42.452169460274625, -76.49512324629416 42.45215350964088, -76.4951233557129 42.45215350612392, -76.49634856587322 42.452109527761166)",0.01817350315924446,1,0,0,0,1
80,78,E JAY ST,,100,100 Blk E Jay St.,UTICA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.2,32.2,66.0,NO,Local Road,NONE,CITY ST,295.702330247329,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,106.0,121.973291074955,"LINESTRING (-76.49855414974932 42.450698316370655, -76.49855430657442 42.45069831468607, -76.49864208028701 42.45069717858004, -76.49888341177908 42.450685008225186, -76.49964860860636 42.45066138756928)",0.328205606929987,1,0,0,0,1
81,79,QUEEN ST,,100,100 Blk Queen St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,66.0,NO,Local Road,NONE,CITY ST,325.433593736957,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,1,107.0,134.238781201083,"LINESTRING (-76.49629577709169 42.45138533266679, -76.49629884930668 42.45138522066243, -76.4964273908884 42.45137897293212, -76.49749994098738 42.45133793280692)",0.17691291342914497,1,0,0,0,1
82,80,KING ST,,200,200 Blk King St.,LINN ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,0.0,NO,Local Road,NONE,CITY ST,336.235882625619,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,1,108.0,138.691595868198,"LINESTRING (-76.49498231037622 42.45033953105843, -76.49622734174639 42.450305450851715)",0.35998290697325364,1,0,0,0,1
83,81,E LEWIS ST,,100,100 Blk E Lewis St.,UTICA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.0,32.0,66.0,NO,Local Road,NONE,CITY ST,295.85484243533,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,109.0,122.033545806794,"LINESTRING (-76.49846981280615 42.44955567544269, -76.49888795814384 42.449541238361405, -76.49956535810355 42.449527843880794)",0.6194907049960977,1,0,0,0,1
