OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
91,FARM ST, ,200,200 Blk Farm St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34.1,34.1,66,NO,Local Road,NONE,CITY ST,316.16693819827,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,119,130.402656460486
92,FARM ST, ,300,300 Blk Farm St.,LINN ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Local Road,NONE,CITY ST,331.374270875771,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,120,136.675048909052
93,CASCADILLA PARK RD, ,100,100 Blk Cascadilla Park Rd.,DEWITT PL,UNIVERSITY AVE,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,25,25,0,NO,Local Road,NONE,CITY ST,1235.51969744937,Asphalt,,NO,CITYST,CITY-ALL,NO,1913 BKPG 176-594,1,121,510.402492516279
94,CASCADILLA AVE,S CASCADILLA AVE,100,100 Blk S Cascadilla Ave.,N TIOGA ST,N CAYUGA ST,1,One-way,No sidewalks adjacent to the street,11,11,0,NO,Local Road,NONE,CITY ST,682.235091685318,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,122,281.594950591027
95,N TIOGA ST, ,,400 Blk N Tioga St.,CASCADILLA CREEK,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Collector,NONE,CITY OWNED,47.5974354496837,Asphalt,"Curbed, Granite",NO,CITYBRG,CITY BRIDGE,NO,,3,123,19.7029568935475
96,CASCADILLA AVE,S CASCADILLA AVE,200,200 Blk Cascadilla Ave.,N AURORA ST,N TIOGA ST,1,Two-way,No sidewalks adjacent to the street,10,10,0,NO,Local Road,NONE,CITY ST,358.568505526858,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,3,124,147.990628325834
97,N CAYUGA ST, ,,400 Blk N Cayuga St.,CASCADILLA CREEK,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Minor Arterial,NONE,CITY OWNED,77.1269109730866,,,FIRE,CITYBRG,CITY BRIDGE,NO,,1,125,31.9272824979706
98,CASCADILLA ST, ,100,100 Blk Cascadilla St.,N CAYUGA ST,N GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Collector,NONE,CITY ST,466.693789485188,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 Dewitt BKPG 131-117,3,126,192.486013329879
99,CASCADILLA ST, ,500-600,500-600 Blk Cascadilla St.,PARK PL,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.4,30.4,66,NO,Collector,NONE,CITY ST,731.421118593772,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,129,301.671447105236
100,W LINCOLN ST, ,100,100 Blk W Lincoln St.,N CAYUGA ST,AUBURN ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Collector,NONE,CITY ST,344.874151750717,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,130,142.272080140932
101,N MEADOW ST NB,NYS ROUTE 13N,800,800 Blk N Meadow St.,CASCADILLA CREEK,DEY ST,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,322.271693331222,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,1,131,133.226602033999
102,WILLOW AVE, ,700,700 Blk Willow Ave.,STATE ROUTE 13 SB,STREETS DRIVEWAY,2,Two-way,Sidewalks adjacent to the west side of the street only,32,32,0,NO,Local Road,NONE,CITY ST,946.091181671012,Asphalt,,NO,CITYST,CITY-ALL,NO,,1,132,391.093673677764
103,N MEADOW ST SB,NYS ROUTE 13S,800,800 Blk N Meadow St.,CASCADILLA CREEK,DEY ST,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,321.40755167622,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,1,133,132.865829344347
104,DEY ST, ,400,400 Blk Dey St.,W LINCOLN ST,STATE ROUTE 13 NB,2,Two-way,Sidewalks adjacent to the west side of the street only,40,40,0,NO,Collector,NONE,CITY ST,178.749935494531,Asphalt,,FIRE,CITYST,CITY-ALL,NO,NYS owned (1965),1,134,73.9173747438147
105,W JAY ST, ,100,100 Blk W Jay St.,N CAYUGA ST,AUBURN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,335.314215350747,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,137,138.312174730224
106,FRANKLIN ST, ,100,100 Blk Franklin St.,AUBURN ST,DEY ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,409.422916115105,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,138,169.040321676951
107,ADAMS ST, ,100,100 Blk Adams St.,AUBURN ST,DEY ST,2,Two-way,Sidewalks adjacent to the north side of the street only,28,28,66,NO,Local Road,NONE,CITY ST,200.563630007006,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,139,82.8003081093749
108,ADAMS ST, ,200,200 Blk Adams St.,DEY ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,322.945447115303,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,140,133.337799327308
109,ADAMS ST, ,400,400 Blk Adams St.,FIRST ST,SECOND ST,2,Two-way,Sidewalks adjacent to the south side of the street only,30,30,66,NO,Local Road,NONE,CITY ST,330.390142025135,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"1)1887, 2)1926 BKPG 1)131-117, 2)209-354",3,141,136.408538550907
110,FRANKLIN ST, ,400,400 Blk Franklin St.,FIRST ST,THIRD ST,2,Two-way,Sidewalks adjacent to the north side of the street only,32,32,66,NO,Local Road,NONE,CITY ST,661.168779499591,Asphalt,,NO,CITYST,CITY-ALL,NO,"1) 1916, 2) 1895 BKPG 1) 181-515, 2) 142-594",3,142,273.047384235031
111,WILLOW AVE, ,700,700 Blk Willow Ave.,STREETS DRIVEWAY,PIER RD,2,Two-way,Sidewalks adjacent to the west side of the street only,24,24,0,NO,Local Road,NONE,CITY ST,407.491016772461,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,1,143,168.561177137985
112,PIER RD, ,100,100 Blk Pier Rd.,WILLOW AVE,WEST END,2,Two-way,No sidewalks adjacent to the street,20,20,0,NO,Local Road,NONE,CITY ST,652.879671307486,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,1,145,269.56673231674
113,N MEADOW ST,NYS ROUTE 13/34,800,800 Blk N Meadow St.,THIRD ST,BEGIN DIVIDED HIGHWAY,4,Two-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,227.44875543696,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,146,94.0463434047669
114,THIRD ST,3RD ST,500,500 Blk Third St.,THIRD ST EXT,END,2,Two-way,Sidewalks adjacent to the south side of the street only,28.15,28.15,0,NO,Local Road,NONE,CITY OWNED,371.917815918979,Asphalt,Vegetation,FIRE,CITYFACIL,CITY-ALL,NO,,5,147,153.61757009903
115,WILLOW AVE, ,600,600 Blk Willow Ave.,FRANKLIN ST,W LINCOLN ST,2,Two-way,Sidewalks adjacent to the east side of the street and partial,18,18,45,NO,Local Road,NONE,CITY ST,366.916068917976,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 181-117,1,148,151.759895275869
116,WILLOW AVE, ,500,500 Blk Willow Ave.,ADAMS ST,FRANKLIN ST,2,Two-way,Sidewalks adjacent to the east side of the street only,18,18,45,NO,Local Road,NONE,CITY ST,390.81772686837,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 181-117,1,149,161.64014217558
117,WILLOW AVE, ,400,400 Blk Willow Ave.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to the east side of the street only,18,18,45,NO,Local Road,NONE,CITY ST,391.141915432233,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 181-117,1,150,161.770241029261
118,WILLOW AVE, ,300,300 Blk Willow Ave.,W YATES ST,W TOMPKINS ST,2,Two-way,Sidewalks adjacent to the east side of the street only,18,18,45,NO,Local Road,NONE,CITY ST,397.759852151225,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 181-117,1,151,164.506552793609
119,WILLOW AVE, ,200,200 Blk Willow Ave.,W MARSHAL ST,W YATES ST,2,Two-way,Sidewalks adjacent to the east side of the street only,18,18,45,NO,Local Road,NONE,CITY ST,386.330663406168,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 181-117,1,152,159.77636785877
120,HANCOCK ST, ,,100-200 Blk Hancock St.,CASCADILLA CREEK,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Collector,NONE,CITY OWNED,80.99331301241,,,FIRE,CITYBRG,CITY BRIDGE,NO,,1,153,33.4402981862584
121,HANCOCK ST, ,100,100 Blk Hancock St.,AUBURN ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,NO,Collector,NONE,CITY ST,307.119643619512,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131 - 117,1,154,126.791133115421
122,MADISON ST, ,200,200 Blk Madison St.,FIRST ST,SECOND ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66,NO,Local Road,NONE,CITY ST,331.806829895231,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,156,136.988232938012
123,W TOMPKINS ST, ,100,100 Blk W Tompkins St.,N CAYUGA ST,AUBURN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Collector,NONE,CITY ST,342.409777563858,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,157,141.2338707023
124,HANCOCK ST, ,300,300 Blk Hancock St.,FIRST ST,SECOND ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,331.653691158442,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,158,136.927255478765
125,N MEADOW ST,NYS ROUTE 13/34N,600,600 Blk N Meadow St.,HANCOCK ST,STATE ROUTE 13 NB,3,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,342.767825918067,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,159,141.890051979775
126,SECOND ST,2ND ST,400,400 Blk Second St.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street and west side partial,32,32,66,NO,Local Road,NONE,CITY ST,391.413898071414,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,3,160,161.880261244226
127,SECOND ST,2ND ST,200,200 Blk Second St.,MONROE ST,MADISON ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Local Road,NONE,CITY ST,384.392352416287,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,161,158.971340411337
128,FOURTH ST,4TH ST,100,100 Blk Fourth St.,CASCADILLA ST,MADISON ST,2,Two-way,Sidewalks adjacent to the east side of the street only,28,28,66,NO,Local Road,NONE,CITY ST,251.587065229618,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,163,104.045815189138
129,MORRIS AVE, ,100,100 Blk Morris Ave.,THIRD ST,FOURTH ST,2,Two-way,Sidewalks adjacent to the north side of the street only and partial,22,22,25,NO,Local Road,NONE,CITY ST,328.797438895317,Asphalt,,NO,CITYST,CITY-ALL,NO,Unknown,3,164,135.758507640296
130,MONROE ST, ,200,200 Blk Monroe St.,FIRST ST,SECOND ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66,NO,Local Road,NONE,CITY ST,333.215968285301,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,165,137.564777771703
131,FOURTH ST,4TH ST,300,300 Blk Fourth St.,HANCOCK ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,384.114088097969,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,166,158.858084473028
132,FIRST ST,1ST ST,100,100 Blk First St.,CASCADILLA ST,MONROE ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,406.845453719829,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,167,168.255260789253
133,LAKE AVE, ,300,300 Blk Lake Ave.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to the west side of the street only,21,21,50,NO,Local Road,NONE,CITY ST,393.811338000704,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,168,162.873091599126
134,W YATES ST, ,100,100 Blk W Yates St.,N CAYUGA ST,AUBURN ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Local Road,NONE,CITY ST,323.812825658058,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,169,133.565665090842
135,WASHINGTON ST, ,300,300 Blk Washington St.,ESTY ST,CASCADILLA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.3,28.3,66,NO,Local Road,NONE,CITY ST,404.380864026616,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1877 (Dewitt) BKPG 131-117,3,170,167.393440954793
136,PARK PL, ,300,300 Blk Park Pl.,ESTY ST,CASCADILLA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,397.231694933024,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,171,164.434098419624
137,N PLAIN ST, ,500,500 Blk N Plain St.,ESTY ST,CASCADILLA ST,2,Two-way,Sidewalks adjacent to both sides of the street,33,33,66,NO,Collector,NONE,CITY ST,398.978689050221,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,172,165.157384420565
138,N ALBANY ST, ,500,500 Blk N Albany St.,ESTY ST,CASCADILLA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.1,28.1,66,NO,Collector,NONE,CITY ST,398.741339146994,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,3,173,165.059314249432
139,ESTY ST, ,100,100 Blk Esty St.,N ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.4,28.4,66,NO,Local Road,NONE,CITY ST,596.310791680677,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,175,245.941217527712
140,ESTY ST, ,400,400 Blk Esty St.,WASHINGTON ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66,NO,Local Road,NONE,CITY ST,465.849405718264,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,176,192.133545645539
141,ESTY ST, ,500,500 Blk Esty St.,N MEADOW ST,N FULTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Local Road,NONE,CITY ST,592.211651761439,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 DeWitt to Allen St BKPG 131-117,5,177,244.250118411187
142,WASHINGTON ST, ,200,200 Blk Washington St.,W COURT ST,ESTY ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.3,28.3,66,NO,Local Road,NONE,CITY ST,328.320804282433,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1877 (Dewitt) BKPG 131-117,3,178,135.906226515087
143,WASHINGTON ST, ,100,100 Blk Washington St.,W BUFFALO ST,W COURT ST,2,Two-way,Sidewalks adjacent to the west side of the street only,28.3,28.3,66,NO,Local Road,NONE,CITY ST,468.490853591513,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1877 (Dewitt) BKPG 131-117,3,179,193.925430417894
144,N PLAIN ST, ,300,300 Blk N Plain St.,W BUFFALO ST,W COURT ST,2,Two-way,Sidewalks adjacent to both sides of the street,35.5,35.5,66,NO,Minor Arterial,NONE,CITY ST,469.360855988131,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,180,194.285680353924
145,N ALBANY ST, ,300,300 Blk N Albany St.,W BUFFALO ST,W COURT ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.1,28.1,66,NO,Minor Arterial,NONE,CITY ST,467.656536322709,Surface Treated,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,181,193.580445952874
146,N ALBANY ST, ,200,200 Blk N Albany St.,W SENECA ST,W BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Minor Arterial,NONE,CITY ST,333.102948163674,Surface Treated,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,182,137.88136967509
147,N ALBANY ST, ,100,100 Blk N Albany St.,W STATE ST,W SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Minor Arterial,NONE,CITY ST,313.437625334585,Surface Treated,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,183,129.739376913719
148,N CORN ST, ,200,200 Blk N Corn St.,W SENECA ST,W BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.1,30.1,66,NO,Local Road,NONE,CITY ST,333.327689072403,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,184,137.97407295577
149,W BUFFALO ST, ,400-500,400-500 Blk W Buffalo St.,PARK PL,WASHINGTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Minor Arterial,NONE,CITY ST,266.092868455952,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,185,109.742715475376
150,S CORN ST, ,100,100 Blk S Corn St.,W GREEN ST,W STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.1,30.1,66,NO,Local Road,NONE,CITY ST,333.110823231782,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,186,137.880459950072
151,S PLAIN ST, ,100,100 Blk S Plain St.,W GREEN ST,W STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,66,NO,Minor Arterial,NONE,CITY ST,331.293555750905,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,187,137.1284339413
152,S ALBANY ST, ,100,100 Blk S Albany St.,W GREEN ST,W STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Minor Arterial,NONE,CITY ST,331.505015025885,Surface Treated,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,188,137.216017753376
153,S GENEVA ST, ,200,200 Blk S Geneva St.,W CLINTON ST,W GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Local Road,NONE,CITY ST,640.02487778975,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,189,264.912704556431
154,S ALBANY ST, ,200,200 Blk S Albany St.,W CLINTON ST,W GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Minor Arterial,NONE,CITY ST,639.946650366438,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,190,264.880244387853
155,FAYETTE ST, ,100,100 Blk Fayette St.,W CLINTON ST,W GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.1,32.1,66,NO,Local Road,NONE,CITY ST,639.661492218204,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1) 1887 (Dewitt), 2) 1871 BKPG 1) 131-117, 2) 4-575",3,191,264.761967150379
156,CLEVELAND AVE, ,200,200 Blk Cleveland Ave.,S CORN ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66,NO,Local Road,NONE,CITY ST,597.930574234584,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,192,246.586286094373
157,S CORN ST, ,200,200 Blk S Corn St.,CLEVELAND AVE,W GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,329.815017113573,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,193,136.514253355723
158,S CORN ST, ,300,300 Blk S Corn St.,W CLINTON ST,CLEVELAND AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30.6,30.6,66,NO,Local Road,NONE,CITY ST,310.161877962994,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,194,128.37785136605
159,S ALBANY ST, ,300,300 Blk S Albany St.,CENTER ST,W CLINTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,439.778651556884,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"Various  years BKPG 131-117, 4-575, 144-459, 206-315.",3,195,182.024376933923
160,S GENEVA ST, ,300,300 Blk S Geneva St.,N TITUS AVE,W CLINTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Local Road,NONE,CITY ST,692.866292104337,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1871 BKPG 4-575,3,196,286.774377495256
161,N TITUS AVE,TITUS AVE,500,500 Blk N Titus Ave.,CENTER ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,35.8,35.8,64,NO,Local Road,NONE,CITY ST,461.068202049555,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,197,190.505470505714
162,N TITUS AVE,TITUS AVE,400,400 Blk N Titus Ave.,S PLAIN ST,CENTER ST,2,Two-way,Sidewalks adjacent to the north side of the street only,35.8,35.8,64,NO,Local Road,NONE,CITY ST,945.264518736623,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,198,390.162865944918
163,CENTER ST, ,300-400,300-400 Blk Center St.,S PLAIN ST,N TITUS AVE,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66,NO,Local Road,NONE,CITY ST,794.127393053435,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1882 BKPG 14-68,3,199,327.489217350249
164,CENTER ST, ,200,200 Blk Center St.,FAYETTE ST,S PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66,NO,Local Road,NONE,CITY ST,333.376534998023,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1882 BKPG 14-68,3,200,137.480201082621
165,S PLAIN ST, ,,500-600 Blk S Plain St.,SIXMILE CREEK,SIXMILE CREEK,0,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Minor Arterial,NONE,CITY OWNED,123.621589025036,,,NO,CITYBRG,CITY BRIDGE,NO,,4,201,51.165236822548
166,S PLAIN ST, ,500,500 Blk S Plain St.,BRIDGE,CENTER ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,468.599203073849,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",3,202,193.949101440384
167,S ALBANY ST, ,400,400 Blk S Albany St.,BRIDGE,CENTER ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Minor Arterial,NONE,CITY ST,390.569563742573,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,,3,203,161.653966413536
168,N TITUS AVE,TITUS AVE,100,100 Blk N Titus Ave.,S CAYUGA ST,S GENEVA ST,2,Two-way,Sidewalks adjacent to the north side of the street only,35.8,35.8,64,NO,Local Road,NONE,CITY ST,496.951695288588,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,204,205.079752258393
169,S ALBANY ST, ,,400-500 Blk S Albany St.,SIXMILE CREEK,SIXMILE CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Minor Arterial,NONE,CITY OWNED,97.7943883644148,,,FIRE,CITYBRG,CITY BRIDGE,NO,,4,205,40.4759343244026
170,N TITUS AVE,TITUS AVE,200,200 Blk N Titus Ave.,S GENEVA ST,S ALBANY ST,2,Two-way,Sidewalks adjacent to the north side of the street only,35.8,35.8,64,NO,Local Road,NONE,CITY ST,292.280646499879,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,206,120.600825953744
171,N TITUS AVE,TITUS AVE,300,300 Blk N Titus Ave.,S ALBANY ST,S PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,35.8,35.8,64,NO,Local Road,NONE,CITY ST,608.483167713114,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,207,250.971822237674
172,S CAYUGA ST, ,200,200 Blk S Cayuga St.,E CLINTON ST,E GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,66,NO,Minor Arterial,NONE,CITY ST,638.303964160405,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,3,208,264.200539798327
173,S CAYUGA ST, ,300,300 Blk S Cayuga St.,BRIDGE,E CLINTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,493.968866079538,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,3,209,204.453864187227
